title,university,date,authors,journal,citations,theme,topic_id,topic_probability
Deep learning-enabled triboelectric smart socks for IoT-based gait analysis and VR applications,Monash University,2020-10-26,Zixuan Zhang; Tianyiyi He; Minglu Zhu; Zhongda Sun; Qiongfeng Shi,npj Flexible Electronics,351,AI_Machine_Learning,1,0.23086429963324323
Digital technologies: tensions in privacy and data,Griffith University,2022-03-05,Sara Quach; Park Thaichon; Kelly D. Martin; Scott Weaven; Robert W. Palmatier,Journal of the Academy of Marketing Science,348,AI_Machine_Learning,-1,0.3943455495262553
"Simultaneously Localize, Segment and Rank the Camouflaged Objects",Australian National University,2021-06-01,Yunqiu Lv; Jing Zhang; Yuchao Dai; Aixuan Li; Bowen Liu,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),340,AI_Machine_Learning,1,1.0
Improving the Prediction of Heart Failure Patients’ Survival Using SMOTE and Effective Data Mining Techniques,Torrens University Australia,2021-01-01,Abid Ishaq; Saima Sadiq; Muhammad Umer; Saleem Ullah; Seyedali Mirjalili,IEEE Access,335,AI_Machine_Learning,1,1.0
Epileptic Seizures Detection Using Deep Learning Techniques: A Review,Deakin University,2021-05-27,Afshin Shoeibi; Marjane Khodatars; Navid Ghassemi; Mahboobeh Jafari; Parisa Moridian,International Journal of Environmental Research and Public Health,330,AI_Machine_Learning,1,0.43790790146513064
Artificial intelligence in recommender systems,University of Technology Sydney,2020-11-01,Qian Zhang; Jie Lü; Yaochu Jin,Complex & Intelligent Systems,329,AI_Machine_Learning,1,0.36303957167143797
Fuzzy-set qualitative comparative analysis (fsQCA) in business and management research: A contemporary overview,Swinburne University of Technology,2022-03-07,Satish Kumar; Saumyaranjan Sahoo; Weng Marc Lim; Sascha Kraus; Umesh Bamel,Technological Forecasting and Social Change,326,AI_Machine_Learning,14,0.21767726177603006
IoT Connectivity Technologies and Applications: A Survey,Deakin University,2020-01-01,Jie Ding; Hossein Mashad Nemati; Chathurika Ranaweera; Jinho Choi,IEEE Access,325,AI_Machine_Learning,1,0.5193416638927072
A Novel PCA-Firefly Based XGBoost Classification Model for Intrusion Detection in Networks Using GPU,Charles Darwin University,2020-01-27,Sweta Bhattacharya; Siva Rama Krishnan S; Praveen Kumar Reddy Maddikunta; Rajesh Kaluri; Saurabh Singh,Electronics,322,AI_Machine_Learning,1,0.37240461512920026
"Grid Forming Inverter Modeling, Control, and Applications",Monash University,2021-01-01,Dayan B. Rathnayake; Milad Akrami; Chitaranjan Phurailatpam; Si Phu Me; Sajjad Hadavi,IEEE Access,322,AI_Machine_Learning,0,0.3238720877147641
Automatic Generation of Programming Exercises and Code Explanations Using Large Language Models,University of Auckland,2022-08-03,Sami Sarsa; Paul Denny; Arto Hellas; Juho Leinonen,,322,AI_Machine_Learning,4,1.0
When Machine Learning Meets Privacy,University of Technology Sydney,2021-03-05,Bo Liu; Ming Ding; Sina Shaham; Wenny Rahayu; Farhad Farokhi,ACM Computing Surveys,319,AI_Machine_Learning,1,0.6459494730741563
"Microgrid Transactive Energy: Review, Architectures, Distributed Ledger Technologies, and Market Analysis",Curtin University,2020-01-01,Muhammad Fahad Zia; Mohamed Benbouzid; Elhoussin Elbouchikhi; S. M. Muyeen; Kuaanan Techato,IEEE Access,318,AI_Machine_Learning,0,1.0
Automated pavement crack detection and segmentation based on two‐step convolutional neural network,Monash University,2020-09-17,Jingwei Liu; Xu Yang; Stephen Lau; Xin Wang; Sang Luo,Computer-Aided Civil and Infrastructure Engineering,317,AI_Machine_Learning,1,0.7522833043304725
A Survey of Community Detection Approaches: From Statistical Modeling to Deep Learning,Monash University,2021-01-01,Di Jin; Zhizhi Yu; Pengfei Jiao; Shirui Pan; Dongxiao He,IEEE Transactions on Knowledge and Data Engineering,317,AI_Machine_Learning,1,1.0
The ARRIVE guidelines 2.0: Updated guidelines for reporting animal research,University of Tasmania,2020-07-14,Nathalie Percie du Sert; Viki Hurst; Amrita Ahluwalia; Sabina Alam; Marc T. Avey,BMC Veterinary Research,316,AI_Machine_Learning,-1,0.0939215074993986
The Robots Are Coming: Exploring the Implications of OpenAI Codex on Introductory Programming,University of Auckland,2022-02-09,James Finnie-Ansley; Paul Denny; Brett A. Becker; Andrew Luxton-Reilly; James Prather,,313,AI_Machine_Learning,4,1.0
Attention-based VGG-16 model for COVID-19 chest X-ray image classification,Deakin University,2020-11-17,Chiranjibi Sitaula; Mohammad Belayet Hossain,Applied Intelligence,311,AI_Machine_Learning,1,1.0
Revisiting Milgram and Kishino's Reality-Virtuality Continuum,La Trobe University,2021-03-24,Richard Skarbez; Missie Smith; Mary C. Whitton,Frontiers in Virtual Reality,308,AI_Machine_Learning,-1,0.08096930655487457
Deep Learning Based Attack Detection for Cyber-Physical System Cybersecurity: A Survey,Swinburne University of Technology,2021-09-13,Jun Zhang; Lei Pan; Qing‐Long Han; Chao Chen; Sheng Wen,IEEE/CAA Journal of Automatica Sinica,307,AI_Machine_Learning,1,0.3620016315476203
Early Detection of Diabetic Retinopathy Using PCA-Firefly Based Deep Learning Model,Charles Darwin University,2020-02-05,Thippa Reddy Gadekallu; Neelu Khare; Sweta Bhattacharya; Saurabh Singh; Praveen Kumar Reddy Maddikunta,Electronics,305,AI_Machine_Learning,1,1.0
FedProto: Federated Prototype Learning across Heterogeneous Clients,University of Technology Sydney,2022-06-28,Yue Tan; Guodong Long; Lu Liu; Tianyi Zhou; Qinghua Lu,Proceedings of the AAAI Conference on Artificial Intelligence,305,AI_Machine_Learning,1,1.0
"Industry 4.0, innovation, and sustainable development: A systematic review and a roadmap to sustainable innovation",Edith Cowan University,2021-08-03,Morteza Ghobakhloo; Mohammad Iranmanesh; Andrius Grybauskas; Mantas Vilkas; Monika Petraitė,Business Strategy and the Environment,304,AI_Machine_Learning,14,0.274777632997788
Toward SALib 2.0: Advancing the accessibility and interpretability of global sensitivity analyses,Australian National University,2022-05-31,Takuya Iwanaga; Will Usher; Jonathan D. Herman,Socio-Environmental Systems Modeling,303,AI_Machine_Learning,9,1.0
EEG-Based Brain-Computer Interfaces (BCIs): A Survey of Recent Studies on Signal Sensing Technologies and Computational Intelligence Approaches and Their Applications,University of Tasmania,2021-08-25,Xiaotong Gu; Zehong Cao; Alireza Jolfaei; Peng Xu; Dongrui Wu,IEEE/ACM Transactions on Computational Biology and Bioinformatics,299,AI_Machine_Learning,1,0.39543076504467867
Prelithiation: A Crucial Strategy for Boosting the Practical Application of Next-Generation Lithium Ion Battery,University of Wollongong,2021-02-11,Fei Wang; Bo Wang; Jingxuan Li; Bin Wang; Yu Zhou,ACS Nano,299,AI_Machine_Learning,3,0.3174857844351237
Sex Differences in Mate Preferences Across 45 Countries: A Large-Scale Replication,Australian National University,2020-03-20,Kathryn V. Walter; Daniel Conroy‐Beam; David M. Buss; Kelly Asao; Agnieszka Sorokowska,Psychological Science,298,AI_Machine_Learning,-1,0.14551965801770356
Prospects challenges and stability of 2D MXenes for clean energy conversion and storage applications,Australian National University,2021-06-11,Anha Bhat; Shoaib Anwer; Kiesar Sideeq Bhat; M. Infas H. Mohideen; Kin Liao,npj 2D Materials and Applications,295,AI_Machine_Learning,3,0.3310344374399475
A Visualized Botnet Detection System Based Deep Learning for the Internet of Things Networks of Smart Cities,Charles Darwin University,2020-02-06,R. Vinayakumar; Mamoun Alazab; Sriram Srinivasan; Quoc‐Viet Pham; Soman K.P.,IEEE Transactions on Industry Applications,292,AI_Machine_Learning,1,0.3651602492114429
"Photonic Perceptron Based on a Kerr Microcomb for High‐Speed, Scalable, Optical Neural Networks",Swinburne University of Technology,2020-08-06,Xingyuan Xu; Mengxi Tan; Bill Corcoran; Jiayang Wu; Thach G. Nguyen,Laser & Photonics Review,292,AI_Machine_Learning,2,0.24104952932265317
"FedBN: Federated Learning on Non-IID Features via Local Batch
  Normalization",Monash University,2021-02-15,Xiaoxiao Li; Meirui Jiang; Xiaofei Zhang; Michael Kamp; Qi Dou,arXiv (Cornell University),291,AI_Machine_Learning,1,1.0
A Blockchained Federated Learning Framework for Cognitive Computing in Industry 4.0 Networks,Deakin University,2020-07-07,Youyang Qu; Shiva Raj Pokhrel; Sahil Garg; Longxiang Gao; Yong Xiang,IEEE Transactions on Industrial Informatics,290,AI_Machine_Learning,1,1.0
Image Dehazing Transformer with Transmission-Aware 3D Position Embedding,Australian National University,2022-06-01,Chunle Guo; Qixin Yan; Saeed Anwar; Runmin Cong; Wenqi Ren,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),288,AI_Machine_Learning,1,0.8957992135778392
"Remote patient monitoring using artificial intelligence: Current state, applications, and challenges",University of Southern Queensland,2023-01-05,Thanveer Shaik; Xiaohui Tao; Niall Higgins; Lin Li; Raj Gururajan,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,288,AI_Machine_Learning,1,0.30106660441344296
Whale Optimization Algorithm With Applications to Resource Allocation in Wireless Networks,Charles Darwin University,2020-02-11,Quoc‐Viet Pham; Seyedali Mirjalili; Neeraj Kumar; Mamoun Alazab; Won–Joo Hwang,IEEE Transactions on Vehicular Technology,286,AI_Machine_Learning,1,0.5246142956725411
Intriguing Properties of Vision Transformers,Australian National University,2021-01-01,Muzammal Naseer; Kanchana Ranasinghe; Salman Khan; Munawar Hayat; Fahad Shahbaz Khan,arXiv (Cornell University),286,AI_Machine_Learning,1,1.0
Patch-NetVLAD: Multi-Scale Fusion of Locally-Global Descriptors for Place Recognition,Queensland University of Technology,2021-06-01,Stephen Hausler; Sourav Garg; Ming Xu; Michael Milford; Tobias Fischer,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),286,AI_Machine_Learning,1,1.0
Learning Enriched Features for Fast Image Restoration and Enhancement,Monash University,2022-04-13,Syed Waqas Zamir; Aditya Arora; Salman Khan; Munawar Hayat; Fahad Shahbaz Khan,IEEE Transactions on Pattern Analysis and Machine Intelligence,286,AI_Machine_Learning,1,1.0
Cost Volume Pyramid Based Depth Inference for Multi-View Stereo,Australian National University,2020-06-01,Jiayu Yang; Wei Mao; Jose M. Álvarez; Miaomiao Liu,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),284,AI_Machine_Learning,1,0.916260261423368
Membership Inference Attacks on Machine Learning: A Survey,University of Auckland,2022-01-31,Hongsheng Hu; Zoran Salčić; Lichao Sun; Gillian Dobbie; Philip S. Yu,ACM Computing Surveys,284,AI_Machine_Learning,1,0.4153458187843907
Unsupervised Person Re-Identification via Softened Similarity Learning,University of Technology Sydney,2020-06-01,Yutian Lin; Lingxi Xie; Yu Wu; Chenggang Yan; Qi Tian,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),283,AI_Machine_Learning,1,0.5516022158646104
Gated Channel Transformation for Visual Recognition,University of Technology Sydney,2020-06-01,Zongxin Yang; Linchao Zhu; Yu Wu; Yi Yang,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),283,AI_Machine_Learning,1,1.0
"Transformation or evolution?: Education 4.0, teaching and learning in the digital age",Deakin University,2020-01-01,Christopher Bonfield; Marie Salter; Alan Longmuir; Matthew Benson; Chie Adachi,Higher Education Pedagogies,281,AI_Machine_Learning,4,1.0
Hippopotamus optimization algorithm: a novel nature-inspired optimization algorithm,Torrens University Australia,2024-02-29,Mohammad Hussein Amiri; Nastaran Mehrabi Hashjin; Mohsen Montazeri; Seyedali Mirjalili; Nima Khodadadi,Scientific Reports,280,AI_Machine_Learning,0,0.07692520846684353
How Does the Use of Information Communication Technology Affect Individuals? A Work Design Perspective,Curtin University,2020-04-06,Bin Wang; Yukun Liu; Sharon K. Parker,Academy of Management Annals,279,AI_Machine_Learning,-1,0.2658930629582992
A Survey on Indoor Positioning Systems for IoT-Based Applications,University of Technology Sydney,2022-02-04,Pooyan Shams Farahsary; Amirhossein Farahzadi; Javad Rezazadeh; Alireza Bagheri,IEEE Internet of Things Journal,279,AI_Machine_Learning,1,0.40496010514695857
Self-Correction for Human Parsing,University of Technology Sydney,2020-12-29,Peike Li; Yunqiu Xu; Yunchao Wei; Yi Yang,IEEE Transactions on Pattern Analysis and Machine Intelligence,277,AI_Machine_Learning,1,1.0
Understanding dark side of artificial intelligence (AI) integrated business analytics: assessing firm’s operational inefficiency and competitiveness,University of Wollongong,2021-08-01,Nripendra P. Rana; Sheshadri Chatterjee; Yogesh K. Dwivedi; Shahriar Akter,European Journal of Information Systems,273,AI_Machine_Learning,14,0.25566669948670595
A Review of Generalized Zero-Shot Learning Methods,Deakin University,2022-01-01,Farhad Pourpanah; Moloud Abdar; Yuxuan Luo; Xinlei Zhou; Ran Wang,IEEE Transactions on Pattern Analysis and Machine Intelligence,273,AI_Machine_Learning,1,0.609269565586046
Machine Learning Techniques for the Diagnosis of Alzheimer’s Disease,University of Technology Sydney,2020-01-31,M. Tanveer; Bharat Richhariya; Rooh Ullah Khan; Ashraf Haroon Rashid; Pritee Khanna,ACM Transactions on Multimedia Computing Communications and Applications,270,AI_Machine_Learning,1,1.0
What drives the acceptance of autonomous driving? An investigation of acceptance factors from an end-user's perspective,Macquarie University,2020-09-24,Ilja Nastjuk; Bernd Herrenkind; Mauricio Marrone; Alfred Brendel; Lutz M. Kolbe,Technological Forecasting and Social Change,270,AI_Machine_Learning,7,1.0
Rethinking Semantic Segmentation: A Prototype View,University of Technology Sydney,2022-06-01,Tianfei Zhou; Wenguan Wang; Ender Konukoğlu; Luc Van Goo,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),269,AI_Machine_Learning,1,1.0
Response surface methodology (RSM) for optimizing engine performance and emissions fueled with biofuel: Review of RSM for sustainability energy transition,University of Technology Sydney,2023-06-01,Ibham Veza; Martin Spraggon; I.M. Rizwanul Fattah; Muhammad Idris,Results in Engineering,269,AI_Machine_Learning,3,0.3081960351571459
"Would you like to shop via mobile app technology? The technology acceptance model, social factors and purchase intention",Griffith University,2020-01-15,Arash Vahdat; Ali Alizadeh; Sara Quach; Nicolas Hamelin,Australasian Marketing Journal (AMJ),268,AI_Machine_Learning,13,1.0
Learning to Estimate Hidden Motions with Global Motion Aggregation,Australian National University,2021-10-01,Shihao Jiang; Dylan Campbell; Yao Lu; Hongdong Li; Richard Hartley,2021 IEEE/CVF International Conference on Computer Vision (ICCV),267,AI_Machine_Learning,1,1.0
Self-emergence of robust solitons in a microcavity,Swinburne University of Technology,2022-08-10,Maxwell Rowley; Pierre-Henry Hanzard; Antonio Cutrona; Hualong Bao; Sai T. Chu,Nature,267,AI_Machine_Learning,2,0.26418956761891066
WildDeepfake,Deakin University,2020-10-12,Bojia Zi; Minghao Chang; Jingjing Chen; Xingjun Ma; Yu‐Gang Jiang,Proceedings of the 30th ACM International Conference on Multimedia,265,AI_Machine_Learning,1,0.8856579983541207
The Emerging Trends of Multi-Label Learning,University of Technology Sydney,2021-10-13,Weiwei Liu; Haobo Wang; Xiaobo Shen; Ivor W. Tsang,IEEE Transactions on Pattern Analysis and Machine Intelligence,263,AI_Machine_Learning,1,0.7411467043564984
A multilevel review of artificial intelligence in organizations: Implications for organizational behavior research and practice,Macquarie University,2023-08-02,Sarah Bankins; Anna Carmella Ocampo; Mauricio Marrone; Simon Lloyd D. Restubog; Sang Eun Woo,Journal of Organizational Behavior,263,AI_Machine_Learning,-1,0.2854932240213888
The Sustainability of Artificial Intelligence: An Urbanistic Viewpoint from the Lens of Smart and Sustainable Cities,Queensland University of Technology,2020-10-15,Tan Yiğitcanlar; Federico Cugurullo,Sustainability,262,AI_Machine_Learning,7,1.0
